frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,120.2,6,543,705,45.60110446971177,59.20585386951528,,,,,,,,,,,,,,,,,,,,,,,32,893,128,74.99408156805269,10.749431624536108,,,,,,,,,,,,,
1,120.2,6,250,254,20.994983641672086,21.33090337993884,,,,,,,,,,,,,,,,,,,,,,,26,893,125,74.99408156805269,10.497491820836043,,,,,,,,,,,,,
2,232.2,7,250,255,20.994983641672086,21.414883314505527,,,,,,,,,,,,,,,,,,,,,,,54,263,364,22.086722791039033,30.568696182274557,,,,,,,,,,,,,
3,255.5,7,250,253,20.994983641672086,21.24692344537215,149.75237946192004,-216.72773981843977,4901.933484347282,943.4747919089472,,,,,,,,,,,,,,,,,,,50,954,647,80.11685757662067,54.33501766464736,-913.3348355063861,315.366173785008,-14060.564462709626,-100.13528033563293,,,,,,,,,
4,275.8,10,392,147,32.92013435014183,12.345050381303187,15.822786245795335,-10.405899206353704,-781.7095089762812,608.5321173306262,13,289,110,24.270201089772932,9.237792802335719,,,,,13,261,254,21.918762921905657,21.33090337993884,,,,,11,284,817,23.85030141693949,68.61160654098438,-61.239187454834315,67.29796496071742,3437.6394042417255,-3935.553506474704,12,265,786,22.25468266017241,66.00822856941704,,,,
5,288.0,10,393,147,33.00411428470852,12.345050381303187,79.52100358975584,-61.67708879628529,-4863.669944327576,3615.2229405901885,13,289,110,24.270201089772932,9.237792802335719,,,,,14,261,254,21.918762921905657,21.33090337993884,,,,,12,284,817,23.85030141693949,68.61160654098438,11.677909618076043,251.9091931899258,-714.2452365795749,-15407.290103359384,12,265,786,22.25468266017241,66.00822856941704,,,,
6,301.1,10,392,147,32.92013435014183,12.345050381303187,112.38542830744674,-82.81912739032782,-6540.834850771548,4929.709963709995,13,289,109,24.270201089772932,9.15381286776903,,,,,13,261,254,21.918762921905657,21.33090337993884,,,,,12,284,817,23.85030141693949,68.61160654098438,-523.4793901086758,132.82312883354467,31159.48750646884,-7906.138621044334,12,265,786,22.25468266017241,66.00822856941704,,,,
7,310.0,10,393,147,33.00411428470852,12.345050381303187,1.241970772840067,-1.185843832444566,-70.96975844800383,-69.34759254061791,13,289,110,24.270201089772932,9.237792802335719,0.0,0.0,0.0,0.0,13,262,254,22.002742856472345,21.33090337993884,1.2419707728400144,0.0,-70.96975844800083,0.0,12,283,817,23.766321482372803,68.61160654098438,-0.05612694039544862,0.0,140.31735098861876,0.0,12,265,786,22.25468266017241,66.00822856941704,1.185843832444566,0.0,69.34759254061791,0.0
8,320.7,10,393,146,33.00411428470852,12.261070446736499,0.0,-0.1269165499994438,0.0,149.31358823463523,13,289,110,24.270201089772932,9.237792802335719,0.0,0.0,0.0,0.0,13,262,254,22.002742856472345,21.33090337993884,1.3166298641828484,0.0,-76.54824791760738,0.0,12,284,817,23.85030141693949,68.61160654098438,0.0,0.0,0.0,0.0,12,265,786,22.25468266017241,66.00822856941704,0.0,0.0,0.0,0.0
9,334.7,10,393,147,33.00411428470852,12.345050381303187,0.7606878131040961,0.0,-103.49494055838005,0.0,13,289,110,24.270201089772932,9.237792802335719,0.0,1.4740067880294825,0.0,-61.035477765195935,13,262,254,22.002742856472345,21.33090337993884,1.4740067880294825,0.0,-61.035477765195935,0.0,12,284,817,23.85030141693949,68.61160654098438,0.0,0.0,0.0,0.0,12,265,786,22.25468266017241,66.00822856941704,0.0,0.0,0.0,0.0
