frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,119.7,15,255,165,21.414883314505527,13.856689203503576,,,,,,,,,,,,,,,,,,,,,,,48,287,47,24.102241220639556,3.947056924634352,,,,,,,,,,,,,
1,119.7,14,254,164,21.33090337993884,13.772709268936888,,,,,,,,,,,,,,,,,,,,,,,48,288,47,24.186221155206244,3.947056924634352,,,,,,,,,,,,,
2,210.3,9,244,164,20.491104034271956,13.772709268936888,,,,,,,,,,,,,,,,,,,,,,,48,289,48,24.270201089772932,4.03103685920104,,,,,,,,,,,,,
3,233.5,10,245,164,20.575083968838644,13.772709268936888,237.46843259336,13.999950913005694,4303.129001762296,259.01426491559147,,,,,,,,,,,,,,,,,,,48,289,48,24.270201089772932,4.03103685920104,-10.27827937813798,1113.095236771739,-206.57646572092978,19549.337012496442,,,,,,,,,
4,249.6,10,381,172,31.996355069908258,14.444548745470396,16.350151239643328,1.029930786749188,-1012.3932656125907,-63.7728041330767,14,284,110,23.85030141693949,9.237792802335719,,,,,13,254,166,21.33090337993884,13.940669138070264,,,,,12,283,675,23.766321482372803,56.68645583251463,-0.6437067417182408,82.93180928045665,39.858002583172826,-4974.105963235647,12,262,745,22.002742856472345,62.56505125218282,,,,
5,269.5,11,381,172,31.996355069908258,14.444548745470396,52.3053204406222,3.0543252812042225,-4798.653251433227,-280.2133285508459,13,285,111,23.93428135150618,9.321772736902407,,,,,13,255,166,21.414883314505527,13.940669138070264,,,,,12,283,675,23.766321482372803,56.68645583251463,-2.2907439609031606,242.19824517519606,210.15999641313388,-21866.601339334145,13,262,745,22.002742856472345,62.56505125218282,,,,
6,269.5,11,380,172,31.91237513534157,14.444548745470396,175.4469416236972,10.347362674883517,-7748.7673889657835,-461.9358337001568,13,285,111,23.93428135150618,9.321772736902407,,,,,13,255,166,21.414883314505527,13.940669138070264,,,,,12,283,676,23.766321482372803,56.770435767081324,-7.760522006162616,812.2679699783545,346.45187527511666,-36261.96294546224,13,262,745,22.002742856472345,62.56505125218282,,,,
7,281.9,11,381,172,31.996355069908258,14.444548745470396,0.0,0.0,0.0,0.0,13,285,111,23.93428135150618,9.321772736902407,1.729739584908771,1.729739584908771,-53.88596837722024,-53.88596837722024,13,255,166,21.414883314505527,13.940669138070264,1.729739584908771,0.0,-53.88596837722024,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,1.2918993049378757,0.0,-80.99682162619892,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
8,291.3,10,381,172,31.996355069908258,14.444548745470396,0.0,0.0,0.0,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,2.8979731381958906,0.0,-87.5520585557671,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
9,314.3,11,381,172,31.996355069908258,14.444548745470396,1.2937780128920124,0.0,-25.927415088016275,0.0,13,286,110,24.018261286072867,9.237792802335719,1.0330698005761196,-1.0330698005761196,-37.56617456640434,37.56617456640434,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,-0.26070821231590385,0.0,-11.638759478388563,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
10,346.1,10,381,172,31.996355069908258,14.444548745470396,-0.3267711636628955,0.0,-10.179787029996735,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,-0.7975823497087541,0.0,15.90393518860926,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
11,379.3,10,381,172,31.996355069908258,14.444548745470396,-0.39919160816013444,0.0,-9.072536549093964,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,-0.5052268790776916,0.0,10.206603617731142,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
12,414.1,11,381,172,31.996355069908258,14.444548745470396,-0.4201095171162898,0.0,-8.419028399124041,0.0,13,285,111,23.93428135150618,9.321772736902407,-0.42095184175121186,0.42095184175121186,8.427464299323562,-8.427464299323562,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,-0.0008423246349221323,0.0,16.84649269844832,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
13,446.4,11,380,172,31.91237513534157,14.444548745470396,0.005038841423573492,0.0,16.796138078580363,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.42242665180736355,0.0,8.423263246408048,12,283,675,23.766321482372803,56.68645583251463,0.0,0.0,0.0,0.0,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
14,478.3,11,380,172,31.91237513534157,14.444548745470396,-0.4262724458996409,0.0,8.525448917992822,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.41778962422623855,0.0,8.4401944288129,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,0.4177896242262562,0.0,8.440194428813257,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
15,514.0,11,380,172,31.91237513534157,14.444548745470396,-0.07299890186196607,0.0,15.36818986567707,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,0.07299890186196915,0.0,-15.368189865677719,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
16,546.1,11,381,172,31.996355069908258,14.444548745470396,0.42451570490603735,0.0,-8.381356464087611,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,167,21.414883314505527,14.024649072636953,0.0,0.013304265739636978,0.0,-16.630332174546997,12,283,675,23.766321482372803,56.68645583251463,0.0,0.0,0.0,0.0,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
17,578.3,11,380,172,31.91237513534157,14.444548745470396,0.4192705573621192,0.0,8.385411147242388,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,256,166,21.498863249072215,13.940669138070264,0.0008389603852822443,0.0,-16.779207705632025,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,0.4201095177474192,0.0,-8.393796558389992,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
18,623.4,11,381,172,31.996355069908258,14.444548745470396,0.34837031710715305,0.0,-7.664913467704138,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,0.15623058360974842,0.0,16.88979282267551,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
19,647.4,10,381,172,31.996355069908258,14.444548745470396,0.0,0.0,0.0,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,-0.4095418662603672,0.0,8.28193865036132,12,283,675,23.766321482372803,56.68645583251463,0.0,0.0,0.0,0.0,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
20,678.4,11,381,172,31.996355069908258,14.444548745470396,0.039151484646474485,0.0,-15.98019781488764,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,-0.4295019037277821,0.0,8.180988642433945,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,-0.39035041908132406,0.0,-7.799209172454025,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
21,714.3,10,381,172,31.996355069908258,14.444548745470396,-0.3909023715018979,0.0,-8.600712244266182,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,-0.3909023715018979,0.0,-8.600712244266182,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,0.48738552100382315,0.0,-9.603655586282228,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
22,746.3,11,381,172,31.996355069908258,14.444548745470396,-0.4157014663161851,0.0,-8.406500835514363,0.0,13,285,111,23.93428135150618,9.321772736902407,0.0,0.0,0.0,0.0,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,0.0,0.0,0.0,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
23,783.4,11,380,172,31.91237513534157,14.444548745470396,0.03085316233904023,0.0,15.822134532841277,0.0,13,285,111,23.93428135150618,9.321772736902407,0.42319027953560173,-0.42319027953560173,8.060767229249558,-8.060767229249558,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,675,23.766321482372803,56.68645583251463,0.0,0.03085316233904152,0.0,15.822134532841945,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
24,815.8,11,380,172,31.91237513534157,14.444548745470396,0.02693431594379297,0.0,16.833947464870928,0.0,13,285,110,23.93428135150618,9.237792802335719,0.0,0.02693431594379297,0.0,16.833947464870928,13,255,166,21.414883314505527,13.940669138070264,0.0,0.0,0.0,0.0,12,283,676,23.766321482372803,56.770435767081324,0.0,0.0,0.0,0.0,13,262,745,22.002742856472345,62.56505125218282,0.0,0.0,0.0,0.0
