frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,118.7,,,,,,,,,,36,841,9,70.6271249705849,0.7558194111001951,,,,
1,118.7,,,,,,,,,,37,840,7,,,,,,
2,214.7,,,,,,,,,,36,841,7,,,,,,
3,242.3,6,542,705,45.51712453514508,59.20585386951528,,,,,38,839,7,70.45916510145152,0.5878595419668184,,,,
4,277.2,9,728,313,61.137392364549115,26.28571951937345,,,,,,,,,,,,,
5,297.9,9,728,312,61.137392364549115,26.201739584806763,,,,,,,,,,,,,
6,317.0,9,728,312,61.137392364549115,26.201739584806763,61.18746145295634,-127.36065197957294,-3960.3534921007367,8419.317101277731,,,,,,,,,
7,327.1,10,728,313,61.137392364549115,26.28571951937345,-1.656153662334379,-1.6561536623343092,-66.37890430197908,-66.37890430197628,,,,,,,,,
8,338.1,9,728,312,61.137392364549115,26.201739584806763,-1.2010449999932473,0.0,-59.75348258672865,0.0,,,,,,,,,
9,347.9,10,728,313,61.137392364549115,26.28571951937345,-0.8196347395502156,0.7602230028441733,-53.05079220389749,-126.70383380736159,,,,,,,,,
10,358.3,10,727,312,61.05341242998242,26.201739584806763,-0.8337014153149012,-0.8337014153148661,119.10020218784302,119.100202187838,,,,,,,,,
11,374.7,10,727,312,61.05341242998242,26.201739584806763,-0.913284807536107,0.5190319364565527,75.47808326744669,28.3624008992652,,,,,,,,,
12,390.8,10,727,312,61.05341242998242,26.201739584806763,-0.911746902726161,-1.2759189192824338,48.756518862361574,31.77880247278789,,,,,,,,,
13,403.5,10,728,313,61.137392364549115,26.28571951937345,1.278391487003423,1.2783914870033688,-25.64476403216496,-25.644764032163874,,,,,,,,,
14,435.5,10,728,313,61.137392364549115,26.28571951937345,0.8583352589954448,0.8583352589954086,-17.2011073946983,-17.201107394697576,,,,,,,,,
15,471.1,10,728,312,61.137392364549115,26.201739584806763,0.5803066280084558,0.3734396836924199,-11.594538022146967,9.301112918864757,,,,,,,,,
16,503.2,10,728,313,61.137392364549115,26.28571951937345,0.0,0.0,0.0,0.0,,,,,,,,,
17,535.3,9,728,313,61.137392364549115,26.28571951937345,0.0,0.0,0.0,0.0,,,,,,,,,
18,571.2,10,728,313,61.137392364549115,26.28571951937345,0.0,0.4192705573621195,0.0,-8.385411147242388,,,,,,,,,
19,603.2,10,728,313,61.137392364549115,26.28571951937345,-0.41801671653383293,0.0,-8.360334330676654,0.0,,,,,,,,,
20,635.2,9,728,313,61.137392364549115,26.28571951937345,0.0,0.0,0.0,0.0,,,,,,,,,
21,671.2,10,728,313,61.137392364549115,26.28571951937345,-0.4075904415001545,-0.4075904415001373,-8.15180883000309,-8.151808830002745,,,,,,,,,
22,703.5,9,727,313,61.05341242998242,26.28571951937345,0.00588455058485977,0.0,16.813001671029458,0.0,,,,,,,,,
23,735.2,10,728,313,61.137392364549115,26.28571951937345,-0.4205302579552633,-0.4205302579552455,-8.410605159105264,-8.41060515910491,,,,,,,,,
24,773.2,9,727,312,61.05341242998242,26.201739584806763,0.035357845661424796,0.035357845661423325,16.83706936258308,16.837069362582366,,,,,,,,,
25,803.1,10,728,313,61.137392364549115,26.28571951937345,0.4226415652658632,0.0,-8.444386918398862,0.0,,,,,,,,,
26,835.1,10,727,312,61.05341242998242,26.201739584806763,-0.002516886184588143,-0.0025168861845880344,16.77924123059026,16.779241230589548,,,,,,,,,
27,871.0,10,728,313,61.137392364549115,26.28571951937345,0.43433513291017134,0.43433513291015297,-8.678024633569853,-8.678024633569487,,,,,,,,,
28,903.2,10,728,313,61.137392364549115,26.28571951937345,0.0,0.0,0.0,0.0,,,,,,,,,
29,935.3,10,728,313,61.137392364549115,26.28571951937345,8.621783150608318e-16,8.621783150608318e-16,-16.72900398139686,-16.729003981396154,,,,,,,,,
30,971.1,10,728,313,61.137392364549115,26.28571951937345,0.0,0.0,0.0,0.0,,,,,,,,,
31,1003.1,10,728,313,61.137392364549115,26.28571951937345,-0.41906071244817733,-0.4190607124481596,-8.389603852816364,-8.389603852816009,,,,,,,,,
32,1035.5,10,727,312,61.05341242998242,26.201739584806763,0.003359210819511626,0.0033592108195114635,16.796054097554755,16.796054097554045,,,,,,,,,
33,1070.8,10,728,313,61.137392364549115,26.28571951937345,-0.41864039245535023,-0.4186403924553325,-8.398001854671024,-8.39800185467067,,,,,,,,,
34,1103.2,10,727,312,61.05341242998242,26.201739584806763,-0.4188506575843287,0.00252192500585706,8.393800753192965,16.812833372376783,,,,,,,,,
35,1135.3,10,728,313,61.137392364549115,26.28571951937345,0.001682964620575412,0.4211623174611904,-16.829646205749874,-8.423246349223806,,,,,,,,,
36,1170.9,9,727,312,61.05341242998242,26.201739584806763,-0.0399124826489819,-0.039912482648980244,15.964993059593459,15.964993059592784,,,,,,,,,
37,1203.0,10,727,313,61.05341242998242,26.28571951937345,0.4188506575843294,0.42137258259016774,8.393800753192977,-8.419032619184179,,,,,,,,,
38,1235.3,9,727,313,61.05341242998242,26.28571951937345,-0.0016762461989362153,0.0,16.762461989359643,0.0,,,,,,,,,
39,1276.0,10,728,313,61.137392364549115,26.28571951937345,0.37935807471315414,0.3793580747131381,-7.986485783434823,-7.986485783434486,,,,,,,,,
40,1303.1,9,728,313,61.137392364549115,26.28571951937345,0.4190607124481782,0.0,-8.389603852816373,0.0,,,,,,,,,
41,1335.5,10,728,313,61.137392364549115,26.28571951937345,0.4180133717706744,0.0,-8.385423706533084,0.0,,,,,,,,,
42,1371.0,10,728,313,61.137392364549115,26.28571951937345,-0.408514795498491,-0.40851479549847375,-8.600311484178757,-8.600311484178395,,,,,,,,,
43,1403.0,10,728,313,61.137392364549115,26.28571951937345,-0.392775000852654,0.0,-7.863363380433507,0.0,,,,,,,,,
44,1435.2,10,728,313,61.137392364549115,26.28571951937345,-0.4192688771306548,0.0,-8.410609370725268,0.0,,,,,,,,,
45,1471.1,9,727,312,61.05341242998242,26.201739584806763,0.0008389603852808379,0.0008389603852807297,16.77920770563275,16.77920770563204,,,,,,,,,
46,1507.5,10,727,313,61.05341242998242,26.28571951937345,-0.38394590956080504,0.0,8.03234120420095,0.0,,,,,,,,,
47,1535.2,9,727,313,61.05341242998242,26.28571951937345,0.0008406399856537674,0.0,16.81279971305144,0.0,,,,,,,,,
48,1571.1,9,728,313,61.137392364549115,26.28571951937345,0.4194793528406332,0.4194793528406155,-8.4063998565257,-8.406399856525343,,,,,,,,,
49,1603.1,10,727,313,61.05341242998242,26.28571951937345,0.0,-0.41294695917766244,0.0,-8.639057723382068,,,,,,,,,
50,1635.1,9,728,313,61.137392364549115,26.28571951937345,0.4215784359185807,0.0,-8.389620615295136,0.0,,,,,,,,,
51,1670.9,10,728,313,61.137392364549115,26.28571951937345,-0.41822342663452466,0.0,-8.381230994679838,0.0,,,,,,,,,
52,1702.7,9,727,312,61.05341242998242,26.201739584806763,0.0,-0.4234822058826087,0.0,8.427506584728532,,,,,,,,,
53,1735.6,9,728,313,61.137392364549115,26.28571951937345,0.0,0.0,0.0,0.0,,,,,,,,,
