frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,113.1,,,,,,,,,,55,960,646,80.62073718402081,54.25103773008067,,,,
1,113.1,,,,,,,,,,51,958,647,80.45277731488743,54.33501766464736,,,,
2,234.1,6,543,706,45.60110446971177,59.28983380408197,,,,,49,958,646,,,,,,
3,257.2,,,,,,,,,,35,829,11,69.61936575578464,0.9237792802335718,,,,
4,270.2,,,,,,,,,,35,829,11,69.61936575578464,0.9237792802335718,,,,
5,317.2,9,732,301,61.47331210281587,25.27796030457319,61.53793769447883,-131.86700934531177,-3115.8449465558897,6676.810599762623,,,,,,,,,
6,329.5,10,732,301,61.47331210281587,25.27796030457319,,,,,,,,,,,,,
7,346.2,10,732,301,61.47331210281587,25.27796030457319,,,,,,,,,,,,,
8,356.7,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
9,374.8,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
10,385.4,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
11,392.6,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
12,400.9,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
13,428.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
14,460.6,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
15,496.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
16,528.6,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
17,560.8,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
18,596.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
19,628.1,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
20,660.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
21,696.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
22,729.0,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
23,772.8,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
24,828.1,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
25,860.4,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
26,896.8,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
27,929.0,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
28,963.9,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
29,996.1,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
30,1028.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
31,1060.5,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
32,1096.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
33,1128.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
34,1160.5,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
35,1196.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
36,1228.2,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
37,1260.5,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
38,1296.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
39,1328.4,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
40,1360.3,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
41,1396.2,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
42,1428.5,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
43,1460.6,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
44,1496.3,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
45,1528.4,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
46,1560.6,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
47,1596.0,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
48,1636.1,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
49,1660.5,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
50,1696.1,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
51,1728.0,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
52,1760.3,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
53,1796.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
54,1828.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
55,1860.5,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
56,1898.7,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
57,1932.5,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
58,1961.7,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
59,1996.3,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
60,2029.1,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
61,2060.6,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
62,2096.1,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
63,2128.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
64,2160.6,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
65,2196.3,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
66,2228.3,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
67,2260.6,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
68,2296.2,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
69,2328.1,10,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
70,2360.4,9,732,301,61.47331210281587,25.27796030457319,0.0,0.0,0.0,0.0,,,,,,,,,
71,2396.1,10,732,301,61.47331210281587,25.27796030457319,0.0,0.2743991697377139,0.0,5.493476871625899,,,,,,,,,
72,2428.2,9,732,301,61.47331210281587,25.27796030457319,-0.5468190513999941,0.8202285770999912,-10.925455572427465,16.388183358641196,,,,,,,,,
73,2460.8,9,732,301,61.47331210281587,25.27796030457319,-1.3158409999034912,2.3685137998262644,-26.21197210963128,47.18154979733591,,,,,,,,,
74,2528.0,10,732,302,61.47331210281587,25.36194023913988,-4.262279241715996,7.379288685973066,-64.62894983648208,102.23797902276904,,,,,,,,,
75,2560.5,10,730,304,61.30535223368249,25.529900108273257,-6.747077935974372,12.266752763179781,-82.80483746724553,156.65073101898196,,,,,,,,,
76,2596.5,9,727,310,61.05341242998242,26.033779715673386,-9.565278810857295,16.926158574274456,-95.37148862660771,167.3747475416208,,,,,,,,,
77,2628.6,10,723,317,60.71749269171567,26.621639257640204,-11.721137184181902,21.377382642167838,-83.6584844073731,176.05414734293245,,,,,,,,,
78,2660.7,10,717,328,60.21361308431554,27.545418537873775,-14.573200039804082,26.790186797592764,-73.40518456528388,133.23817186351314,,,,,,,,,
79,2696.2,9,710,340,59.625753542348725,28.55317775267404,-18.854204145657153,33.93404378632289,-90.96603062715107,173.8065004433032,,,,,,,,,
80,2733.0,9,703,355,59.037894000381904,29.812876771174363,-22.382277592647657,40.7811344294644,-120.57792188507413,195.66523555546877,,,,,,,,,
81,2769.3,9,693,372,58.19809465471502,31.240535658808064,-25.48885091711111,46.56272247369158,-127.61969346983572,230.89692346058916,,,,,,,,,
82,2796.6,9,682,391,57.27431537448145,32.836154415575145,-27.324585399643865,49.603494978970794,-77.76666367537298,138.33396156163482,,,,,,,,,
83,2828.5,9,671,412,56.35053609424788,34.599733041475595,-30.8567209753334,55.684711424841296,-56.897332202585346,116.45156015923061,,,,,,,,,
84,2860.5,9,659,434,55.34277687944762,36.447291601942744,-34.018943995113126,61.53896402281778,-59.443751223191185,97.52942630095095,,,,,,,,,
85,2896.2,9,645,458,54.16705779551398,38.46281003154326,-34.927784194527995,63.54252506170881,-74.90801092069398,141.56624090298456,,,,,,,,,
86,2928.2,9,631,485,52.99133871158035,40.73026826484384,-37.040423218434874,67.76698447657226,-67.14885120968115,125.92101861170211,,,,,,,,,
87,2960.4,9,615,513,51.647659758513335,43.08170643271112,-39.83920271191435,72.1277016715352,-57.07794480886536,114.45731341311182,,,,,,,,,
88,2996.1,9,599,542,50.303980805446315,45.51712453514508,-41.40047589814572,76.10572013605746,-54.67540656915022,109.94917600089182,,,,,,,,,
89,3028.0,9,583,573,48.9603018523793,48.12050250671242,-44.07470191595966,80.1762850393076,-73.81865775875129,122.76235939902571,,,,,,,,,
90,3060.7,9,564,606,47.36468309561223,50.89184034741314,-45.81367928559548,84.06519801656822,-62.05419025955212,123.57850602922171,,,,,,,,,
91,3096.9,8,546,640,45.85304427341183,53.74715812268054,-47.76115077338377,88.40083018956753,-71.52846000303302,134.0014202989101,,,,,,,,,
92,3128.2,8,526,676,44.17344558207807,56.770435767081324,-50.259823134789514,92.14175565607133,-49.63685559114617,116.06938943857381,,,,,,,,,
93,3160.3,8,506,713,42.4938468907443,59.87769334604879,-51.4017670636004,96.09772532069486,-50.15640769235389,118.03850810986745,,,,,,,,,
94,3196.7,8,485,753,40.73026826484384,63.236890728716325,-53.88442189883932,100.61307730838462,-51.18238419447354,110.73299089983031,,,,,,,,,
95,3228.5,8,463,793,38.8827097043767,66.59608811138385,-55.412333567148494,104.5355333424094,-53.105127107935985,131.06476183436797,,,,,,,,,
96,3261.5,8,441,836,37.03515114390956,70.20722529775145,-53.71519603603931,108.42438262118391,4.436467525577343,125.5713199630387,,,,,,,,,
97,3296.4,8,418,879,35.103612648875725,73.81836248411905,-49.293650868522,108.71720861696582,143.27407988789983,51.83734628334272,,,,,,,,,
98,3328.3,8,394,925,33.088094219275206,77.68143947418672,-40.799457930093226,90.36145255459411,345.9483262473195,-415.11447702104596,,,,,,,,,
99,3360.4,8,378,971,31.744415266208193,81.54451646425439,-31.4956575683894,73.08974656098447,444.8969696361998,-840.124121989316,,,,,,,,,
100,3396.0,9,368,1011,30.90461592054131,84.90371384692192,-21.97820826207455,55.39866630216715,405.228783695383,-1122.4908064198635,,,,,,,,,
101,3428.5,9,366,1008,30.736656051407934,84.65177404322185,-11.295181445624014,35.571861853988885,242.9593880135443,-678.490127781456,,,,,,,,,
102,3460.5,9,367,1008,30.820635985974622,84.65177404322185,-4.19480192640801,16.359727512991256,100.57467156223011,-293.3427920565034,,,,,,,,,
103,3496.2,9,366,1010,30.736656051407934,84.81973391235523,-0.42010617423892505,-0.4192705579881886,25.072655183572333,8.36033016925599,,,,,,,,,
104,3528.4,8,367,1010,30.820635985974622,84.81973391235523,0.006678371286214588,1.2593103608455605,-16.69592821554193,-8.447840049240838,,,,,,,,,
105,3560.6,8,368,1010,30.90461592054131,84.81973391235523,-0.42537227117373644,1.2592871167252224,-25.26139173736942,-8.364308767993062,,,,,,,,,
106,3596.5,9,367,1010,30.820635985974622,84.81973391235523,-0.005884550584862311,0.4230623061047842,-16.813001671028726,8.435938307174148,,,,,,,,,
107,3629.1,9,366,1011,30.736656051407934,84.90371384692192,0.012610306668841722,0.4138518866690128,16.813742225127378,-8.343788037681687,,,,,,,,,
108,3660.3,8,366,1011,30.736656051407934,84.90371384692192,-0.4232715084853384,0.42158516949705604,25.303533416173803,-8.440143533474627,,,,,,,,,
109,3696.1,9,366,1011,30.736656051407934,84.90371384692192,-0.0033726881352092617,0.4224308786583451,16.86344067604184,-8.448617573166901,,,,,,,,,
110,3728.3,8,367,1011,30.820635985974622,84.90371384692192,0.019997761914213423,0.0,-16.664801595180368,0.0,,,,,,,,,
111,3760.2,9,367,1011,30.820635985974622,84.90371384692192,0.035463240046707784,0.0,-16.119654566683355,0.0,,,,,,,,,
112,3796.1,8,367,1011,30.820635985974622,84.90371384692192,0.03539384215454358,0.0,-16.088110070246785,0.0,,,,,,,,,
113,3829.9,8,366,1011,30.736656051407934,84.90371384692192,-0.4066744862875069,0.0,8.265741591209483,0.0,,,,,,,,,
114,3864.5,9,366,1011,30.736656051407934,84.90371384692192,-0.38611519587185733,0.0,8.035696063930441,0.0,,,,,,,,,
115,3900.5,9,366,1011,30.736656051407934,84.90371384692192,0.07221176753868513,0.0,16.79343431132229,0.0,,,,,,,,,
116,3928.3,9,366,1011,30.736656051407934,84.90371384692192,0.0,0.0,0.0,0.0,,,,,,,,,
117,3960.6,8,366,1011,30.736656051407934,84.90371384692192,0.0,0.40480032582055847,0.0,8.42456453320622,,,,,,,,,
118,3996.3,8,367,1011,30.820635985974622,84.90371384692192,0.04016373951030137,0.40842124526808404,-17.462495439263495,8.526539567183367,,,,,,,,,
119,4028.2,8,366,1011,30.736656051407934,84.90371384692192,0.0,0.42095184175119227,0.0,8.427464299323198,,,,,,,,,
120,4061.7,9,366,1012,30.736656051407934,84.9876937814886,0.0,-0.02106141133301159,0.0,-16.849129066412363,,,,,,,,,
121,4096.7,9,366,1012,30.736656051407934,84.9876937814886,-0.4188506744214366,0.4188506744214188,8.318782014328447,-8.318782014328095,,,,,,,,,
122,4128.0,8,366,1012,30.736656051407934,84.9876937814886,0.0,0.4220021176466374,0.0,-8.406416686188026,,,,,,,,,
123,4160.3,9,366,1011,30.736656051407934,84.90371384692192,0.0,-0.07556881102909552,0.0,15.743502297729124,,,,,,,,,
124,4197.4,8,366,1012,30.736656051407934,84.9876937814886,-0.4271061884722996,0.0,-8.482744557543203,0.0,,,,,,,,,
125,4228.4,8,366,1012,30.736656051407934,84.9876937814886,0.0,0.0,0.0,0.0,,,,,,,,,
126,4268.5,8,366,1012,30.736656051407934,84.9876937814886,0.0,0.3568838965946505,0.0,-7.749921750155246,,,,,,,,,
127,4296.5,9,365,1012,30.652676116841246,84.9876937814886,-0.005099856657760002,0.0,16.999522192549012,0.0,,,,,,,,,
128,4328.5,9,366,1012,30.736656051407934,84.9876937814886,0.0,0.0,0.0,0.0,,,,,,,,,
129,4360.6,8,366,1012,30.736656051407934,84.9876937814886,-0.3594379882943308,0.0,-7.805385196402376,0.0,,,,,,,,,
130,4396.2,8,366,1012,30.736656051407934,84.9876937814886,0.0025269789739240205,0.0,-16.846526492816135,0.0,,,,,,,,,
131,4428.9,8,366,1012,30.736656051407934,84.9876937814886,0.0,0.0,0.0,0.0,,,,,,,,,
132,4468.3,8,365,1012,30.652676116841246,84.9876937814886,,,,,,,,,,,,,
133,4496.2,8,365,1012,30.652676116841246,84.9876937814886,,,,,,,,,,,,,
134,4528.3,8,366,1012,30.736656051407934,84.9876937814886,,,,,,,,,,,,,
