frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,122.8,6,542,706,,,,,,,31,862,9,72.39070359648535,0.7558194111001951,,,,
1,122.8,,,,,,,,,,31,861,9,72.30672366191867,0.7558194111001951,,,,
2,217.8,,,,,,,,,,32,861,9,,,,,,
3,242.4,,,,,,,,,,32,861,8,72.30672366191867,0.6718394765335067,,,,
4,272.7,,,,,,,,,,32,861,8,72.30672366191867,0.6718394765335067,,,,
5,292.1,9,737,261,61.89321177564931,21.918762921905657,,,,,,,,,,,,,
6,305.7,10,737,261,61.89321177564931,21.918762921905657,,,,,,,,,,,,,
7,315.3,10,737,261,61.89321177564931,21.918762921905657,,,,,,,,,,,,,
8,326.4,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
9,335.9,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
10,345.5,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
11,356.5,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
12,388.4,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
13,420.5,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
14,456.2,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
15,488.6,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
16,520.3,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
17,556.0,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
18,588.1,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
19,621.7,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
20,675.0,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
21,698.4,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
22,720.6,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
23,757.2,10,737,261,61.89321177564931,21.918762921905657,0.0,0.0,0.0,0.0,,,,,,,,,
